sequence,target,function
"[90, 89, 96, 95, 102, 101]",108,alternating_add_subtract
"[50, 2, 41, 93, 136, 270]",499,tribonacci
"[1, 2, 13, 14, 16, 29]",43,generate_sequence
"[42, 30, 27, 99, 156, 282]",537,tribonacci
"[24, 14, 38, 76, 128, 242]",446,tribonacci
"[2, -2, -6, -10, -14, -18]",-22,arithmetic
"[28, 63, 133, 273, 553, 1113]",2233,linear_recursive
"[40, 42, 43, 125, 210, 378]",713,tribonacci
"[59, 55, 60, 56, 61, 57]",62,alternating_add_subtract
"[22, 49, 120, 289, 698, 1685]",4068,pell
"[5, -10, -25, -40, -55, -70]",-85,arithmetic
"[46, 10, 40, 96, 146, 282]",524,tribonacci
"[20, 11, 8, 28, 39, 47]",75,generate_sequence
"[5, 15, 20, 25, 40, 60]",85,generate_sequence
"[30, 19, 4, 53, 76, 133]",262,tribonacci
"[53, 69, 85, 101, 117, 133]",149,arithmetic
"[79, 75, 76, 72, 73, 69]",70,alternating_add_subtract
"[91, 107, 123, 139, 155, 171]",187,arithmetic
"[42, 218, 1098, 5498, 27498, 137498]",687498,linear_recursive
"[7, 47, 11, 65, 123, 199]",387,tribonacci
"[43, 131, 395, 1187, 3563, 10691]",32075,linear_recursive
"[10, 10, 10, 10, 10, 10]",10,arithmetic
"[30, 37, 148, 155, 620, 627]",2508,alternating_sequence
"[6, 20, 100, 114, 570, 584]",2920,alternating_sequence
"[25, 89, 281, 857, 2585, 7769]",23321,linear_recursive
"[43, 3, 49, 101, 251, 603]",1457,pell
"[62, 110, 158, 206, 254, 302]",350,arithmetic
"[70, 61, 64, 55, 58, 49]",52,alternating_add_subtract
"[13, 14, 18, 27, 32, 45]",59,padovan
"[95, 99, 103, 107, 111, 115]",119,arithmetic
"[22, 18, 21, 17, 20, 16]",19,alternating_add_subtract
"[3, 19, 5, 8, 27, 32]",40,generate_sequence
"[3, 16, 3, 6, 22, 25]",31,generate_sequence
"[45, 71, 97, 123, 149, 175]",201,arithmetic
"[16, 13, 3, 19, 32, 35]",54,generate_sequence
"[39, 34, 43, 38, 47, 42]",51,alternating_add_subtract
"[19, 2, 25, 46, 73, 144]",263,tribonacci
"[44, 103, 221, 457, 929, 1873]",3761,linear_recursive
"[12, 9, 15, 21, 24, 36]",45,padovan
"[1, 10, 48, 59, 117, 224]",400,tribonacci
"[12, 16, 2, 28, 18, 30]",46,padovan
"[38, 30, 31, 99, 160, 290]",549,tribonacci
"[97, 112, 127, 142, 157, 172]",187,arithmetic
"[48, 42, 49, 43, 50, 44]",51,alternating_add_subtract
"[3, 20, 60, 77, 231, 248]",744,alternating_sequence
"[6, 8, 30, 44, 82, 156]",282,tribonacci
"[29, 47, 235, 253, 1265, 1283]",6415,alternating_sequence
"[13, 16, 7, 29, 23, 36]",52,padovan
"[38, 5, 38, 81, 124, 243]",448,tribonacci
"[20, 31, 51, 82, 133, 215]",348,fibonacci
"[35, 19, 54, 73, 127, 200]",327,fibonacci
"[75, 65, 71, 61, 67, 57]",63,alternating_add_subtract
"[10, 15, 20, 25, 30, 35]",40,arithmetic
"[11, 37, 48, 96, 181, 325]",602,tribonacci
"[25, 20, 23, 68, 111, 202]",381,tribonacci
"[7, 20, 7, 27, 27, 34]",54,padovan
"[2, 4, 3, 4, 4, 5]",6,fib_minus_const
"[10, 50, 110, 270, 650, 1570]",3790,pell
"[38, 89, 191, 395, 803, 1619]",3251,linear_recursive
"[11, 7, 17, 18, 24, 35]",42,padovan
"[16, 28, 15, 59, 102, 176]",337,tribonacci
"[3, 36, 37, 76, 149, 262]",487,tribonacci
"[36, 49, 98, 111, 222, 235]",470,alternating_sequence
"[15, 17, 4, 36, 57, 97]",190,tribonacci
"[28, 54, 80, 106, 132, 158]",184,arithmetic
"[12, 8, 16, 12, 20, 16]",24,alternating_add_subtract
"[54, 52, 62, 60, 70, 68]",78,alternating_add_subtract
"[59, 50, 41, 32, 23, 14]",5,arithmetic
"[44, 29, 14, -1, -16, -31]",-46,arithmetic
"[19, 5, 17, 24, 22, 41]",46,padovan
"[64, 106, 148, 190, 232, 274]",316,arithmetic
"[37, 121, 373, 1129, 3397, 10201]",30613,linear_recursive
"[9, 33, 15, 57, 105, 177]",339,tribonacci
"[4, 8, 9, 12, 17, 21]",29,padovan
"[1, 3, 10, 4, 13, 14]",17,padovan
"[7, 42, 41, 90, 173, 304]",567,tribonacci
"[33, 30, 32, 29, 31, 28]",30,alternating_add_subtract
"[13, 11, 12, 10, 11, 9]",10,alternating_add_subtract
"[37, 29, 38, 30, 39, 31]",40,alternating_add_subtract
"[44, 2, -40, -82, -124, -166]",-208,arithmetic
"[3, 22, 27, 52, 101, 180]",333,tribonacci
"[30, 18, 11, 59, 88, 158]",305,tribonacci
"[1, 7, 11, 8, 18, 19]",26,padovan
"[32, 31, 39, 38, 46, 45]",53,alternating_add_subtract
"[5, 41, 87, 215, 517, 1249]",3015,pell
"[19, 72, 231, 708, 2139, 6432]",19311,linear_recursive
"[49, 43, 52, 46, 55, 49]",58,alternating_add_subtract
"[5, 6, 8, 13, 19, 27]",40,generate_sequence
"[17, 10, 12, 27, 22, 39]",49,padovan
"[18, 32, 82, 196, 474, 1144]",2762,pell
"[48, 4, 19, 71, 94, 184]",349,tribonacci
"[42, 77, 112, 147, 182, 217]",252,arithmetic
"[89, 134, 179, 224, 269, 314]",359,arithmetic
"[38, 15, 18, 71, 104, 193]",368,tribonacci
"[17, 3, 2, 19, 22, 24]",43,generate_sequence
"[8, 37, 47, 92, 176, 315]",583,tribonacci
"[12, 11, 4, 23, 15, 27]",38,padovan
"[24, 40, 42, 106, 188, 336]",630,tribonacci
"[47, 64, 192, 209, 627, 644]",1932,alternating_sequence
"[41, 23, 13, 77, 113, 203]",393,tribonacci
"[38, 88, 188, 388, 788, 1588]",3188,linear_recursive
"[11, 11, 13, 22, 24, 35]",46,padovan
"[11, 47, 48, 106, 201, 355]",662,tribonacci
"[19, 2, 3, 22, 24, 27]",49,generate_sequence
"[25, 32, 18, 75, 125, 218]",418,tribonacci
"[42, 19, 12, 73, 104, 189]",366,tribonacci
"[3, 7, 6, 9, 16, 22]",31,generate_sequence
"[47, 60, 180, 193, 579, 592]",1776,alternating_sequence
"[9, 46, 83, 120, 157, 194]",231,arithmetic
"[45, 16, 48, 109, 173, 330]",612,tribonacci
"[14, 16, 1, 15, 31, 32]",47,generate_sequence
"[24, 49, 122, 293, 708, 1709]",4126,pell
"[32, 50, 10, 92, 152, 254]",498,tribonacci
"[57, 85, 113, 141, 169, 197]",225,arithmetic
"[19, 12, 19, 12, 19, 12]",19,alternating_add_subtract
"[13, 12, 12, 25, 37, 49]",74,generate_sequence
"[35, 28, 31, 24, 27, 20]",23,alternating_add_subtract
"[19, 16, 33, 68, 117, 218]",403,tribonacci
"[20, 14, 16, 10, 12, 6]",8,alternating_add_subtract
"[21, 38, 40, 99, 177, 316]",592,tribonacci
"[47, 54, 216, 223, 892, 899]",3596,alternating_sequence
"[49, 97, 145, 193, 241, 289]",337,arithmetic
"[38, 6, 37, 81, 124, 242]",447,tribonacci
"[1, 15, 4, 5, 20, 24]",29,generate_sequence
"[47, 40, 42, 35, 37, 30]",32,alternating_add_subtract
"[21, 28, 77, 182, 441, 1064]",2569,pell
"[3, 16, 4, 19, 20, 23]",39,padovan
"[7, 3, 10, 20, 33, 63]",116,tribonacci
"[20, 38, 16, 74, 128, 218]",420,tribonacci
"[46, 48, 144, 146, 438, 440]",1320,alternating_sequence
"[10, 20, 4, 30, 24, 34]",54,padovan
"[95, 144, 193, 242, 291, 340]",389,arithmetic
"[15, 50, 120, 260, 540, 1100]",2220,linear_recursive
"[20, 17, 7, 37, 24, 44]",61,padovan
"[7, 31, 103, 319, 967, 2911]",8743,linear_recursive
"[36, 35, 36, 107, 178, 321]",606,tribonacci
"[24, 46, 47, 117, 210, 374]",701,tribonacci
"[72, 67, 74, 69, 76, 71]",78,alternating_add_subtract
"[17, 20, 7, 44, 71, 122]",237,tribonacci
"[5, 35, 75, 185, 445, 1075]",2595,pell
"[11, 54, 97, 140, 183, 226]",269,arithmetic
"[46, 6, -34, -74, -114, -154]",-194,arithmetic
"[20, 2, -16, -34, -52, -70]",-88,arithmetic
"[37, 84, 178, 366, 742, 1494]",2998,linear_recursive
"[6, 47, 39, 92, 178, 309]",579,tribonacci
"[10, 44, 4, 58, 106, 168]",332,tribonacci
"[2, -44, -90, -136, -182, -228]",-274,arithmetic
"[8, 17, 2, 25, 19, 27]",44,padovan
"[3, 11, 19, 22, 33, 52]",74,generate_sequence
"[38, 35, 13, 86, 134, 233]",453,tribonacci
"[11, 31, 51, 71, 91, 111]",131,arithmetic
"[9, 40, 164, 660, 2644, 10580]",42324,linear_recursive
"[11, 8, 2, 13, 21, 23]",36,generate_sequence
"[38, 10, 12, 60, 82, 154]",296,tribonacci
"[25, 14, 3, -8, -19, -30]",-41,arithmetic
"[9, 18, 46, 73, 137, 256]",466,tribonacci
"[39, 46, 6, 91, 143, 240]",474,tribonacci
"[19, -24, -67, -110, -153, -196]",-239,arithmetic
"[44, 56, 224, 236, 944, 956]",3824,alternating_sequence
"[20, 10, 12, 30, 22, 42]",52,padovan
"[6, 14, 10, 16, 30, 40]",56,generate_sequence
"[31, 46, 15, 92, 153, 260]",505,tribonacci
"[37, -2, -41, -80, -119, -158]",-197,arithmetic
"[4, 9, 7, 11, 20, 27]",38,generate_sequence
"[1, 18, 10, 19, 28, 29]",47,padovan
"[54, 46, 55, 47, 56, 48]",57,alternating_add_subtract
"[18, 15, 18, 36, 51, 69]",105,generate_sequence
"[5, 5, 11, 10, 16, 21]",26,padovan
"[20, 89, 365, 1469, 5885, 23549]",94205,linear_recursive
"[17, 14, 23, 20, 29, 26]",35,alternating_add_subtract
"[4, 12, 15, 31, 58, 104]",193,tribonacci
"[9, 8, 5, 14, 22, 27]",41,generate_sequence
"[76, 69, 73, 66, 70, 63]",67,alternating_add_subtract
"[35, 25, 4, 64, 93, 161]",318,tribonacci
"[17, 19, 12, 36, 31, 48]",67,padovan
"[2, 14, 14, 16, 28, 30]",44,padovan
"[1, 1, 3, 2, 4, 5]",6,padovan
"[13, -25, -63, -101, -139, -177]",-215,arithmetic
"[10, 16, 19, 29, 45, 64]",93,generate_sequence
"[49, 38, 39, 126, 203, 368]",697,tribonacci
"[24, 28, 140, 144, 720, 724]",3620,alternating_sequence
"[46, 195, 791, 3175, 12711, 50855]",203431,linear_recursive
"[39, 49, 59, 69, 79, 89]",99,arithmetic
"[50, 158, 482, 1454, 4370, 13118]",39362,linear_recursive
"[32, 31, 39, 102, 172, 313]",587,tribonacci
"[28, 127, 523, 2107, 8443, 33787]",135163,linear_recursive
"[32, 24, 28, 84, 136, 248]",468,tribonacci
"[6, 12, 15, 21, 33, 48]",69,generate_sequence
"[8, 28, 68, 148, 308, 628]",1268,linear_recursive
"[88, 79, 70, 61, 52, 43]",34,arithmetic
"[1, 2, 15, 3, 17, 18]",20,padovan
"[11, 50, 35, 96, 181, 312]",589,tribonacci
"[50, 35, 34, 119, 188, 341]",648,tribonacci
"[37, 18, 44, 99, 161, 304]",564,tribonacci
"[19, 6, 48, 73, 127, 248]",448,tribonacci
"[6, 30, 31, 67, 128, 226]",421,tribonacci
"[15, 45, 75, 105, 135, 165]",195,arithmetic
"[25, 44, 36, 105, 185, 326]",616,tribonacci
"[3, 40, 83, 206, 495, 1196]",2887,pell
"[9, -40, -89, -138, -187, -236]",-285,arithmetic
"[29, 48, 144, 163, 489, 508]",1524,alternating_sequence
"[86, 78, 70, 62, 54, 46]",38,arithmetic
"[14, 2, 7, 16, 9, 23]",25,padovan
"[41, 8, 57, 122, 301, 724]",1749,pell
"[76, 125, 174, 223, 272, 321]",370,arithmetic
"[5, 12, 4, 9, 21, 25]",34,generate_sequence
"[44, 53, 106, 115, 230, 239]",478,alternating_sequence
"[44, 50, 56, 62, 68, 74]",80,arithmetic
"[9, 65, 345, 1745, 8745, 43745]",218745,linear_recursive
"[10, 13, 10, 23, 23, 33]",46,padovan
"[87, 82, 85, 80, 83, 78]",81,alternating_add_subtract
"[17, 8, 19, 36, 44, 63]",99,generate_sequence
"[13, 20, 2, 15, 35, 37]",52,generate_sequence
"[5, 2, 9, 7, 11, 16]",18,padovan
"[67, 58, 62, 53, 57, 48]",52,alternating_add_subtract
"[96, 90, 100, 94, 104, 98]",108,alternating_add_subtract
"[96, 113, 130, 147, 164, 181]",198,arithmetic
"[100, 83, 66, 49, 32, 15]",-2,arithmetic
"[1, 16, 6, 17, 22, 23]",39,padovan
"[58, 57, 63, 62, 68, 67]",73,alternating_add_subtract
"[1, 13, 18, 14, 31, 32]",45,padovan
"[20, 17, 27, 24, 34, 31]",41,alternating_add_subtract
"[13, 12, 20, 33, 45, 65]",98,generate_sequence
"[58, 44, 30, 16, 2, -12]",-26,arithmetic
"[23, 40, 57, 74, 91, 108]",125,arithmetic
"[1, 10, 15, 16, 26, 41]",57,generate_sequence
"[38, 115, 346, 1039, 3118, 9355]",28066,linear_recursive
"[17, 16, 1, 18, 34, 35]",53,generate_sequence
"[13, 7, 26, 46, 79, 151]",276,tribonacci
"[28, 46, 26, 100, 172, 298]",570,tribonacci
"[85, 101, 117, 133, 149, 165]",181,arithmetic
"[8, 39, 70, 101, 132, 163]",194,arithmetic
"[22, 13, 4, -5, -14, -23]",-32,arithmetic
"[42, 39, 36, 33, 30, 27]",24,arithmetic
"[40, 35, 110, 255, 620, 1495]",3610,pell
"[1, 8, 14, 9, 22, 23]",31,padovan
"[73, 120, 167, 214, 261, 308]",355,arithmetic
"[39, 85, 177, 361, 729, 1465]",2937,linear_recursive
"[16, 37, 90, 217, 524, 1265]",3054,pell
"[15, 6, 11, 2, 7, -2]",3,alternating_add_subtract
"[9, 15, 9, 24, 24, 33]",48,padovan
"[5, 39, 73, 107, 141, 175]",209,arithmetic
"[14, 7, 7, 21, 14, 28]",35,padovan
"[74, 72, 80, 78, 86, 84]",92,alternating_add_subtract
"[49, 33, 41, 123, 197, 361]",681,tribonacci
"[48, 20, 88, 196, 480, 1156]",2792,pell
"[12, 1, 19, 32, 52, 103]",187,tribonacci
"[11, 4, 6, 17, 21, 27]",44,generate_sequence
"[56, 29, 2, -25, -52, -79]",-106,arithmetic
"[50, 110, 230, 470, 950, 1910]",3830,linear_recursive
"[76, 103, 130, 157, 184, 211]",238,arithmetic
"[10, 14, 15, 24, 29, 39]",53,padovan
"[6, 19, 25, 44, 69, 113]",182,fibonacci
"[95, 90, 96, 91, 97, 92]",98,alternating_add_subtract
"[7, 9, 18, 25, 34, 52]",77,generate_sequence
"[57, 48, 58, 49, 59, 50]",60,alternating_add_subtract
"[80, 58, 36, 14, -8, -30]",-52,arithmetic
"[10, 28, 39, 77, 144, 260]",481,tribonacci
"[18, 27, 54, 63, 126, 135]",270,alternating_sequence
"[25, 9, -7, -23, -39, -55]",-71,arithmetic
"[5, 8, 10, 15, 23, 33]",48,generate_sequence
"[5, 6, 16, 11, 22, 27]",33,padovan
"[60, 51, 60, 51, 60, 51]",60,alternating_add_subtract
"[12, 2, 15, 27, 29, 44]",71,generate_sequence
"[9, 4, 9, 18, 22, 31]",49,generate_sequence
"[57, 56, 55, 54, 53, 52]",51,arithmetic
"[8, 1, 6, 9, 7, 15]",16,padovan
"[18, 18, 16, 34, 52, 68]",102,generate_sequence
"[27, 38, 17, 82, 137, 236]",455,tribonacci
"[69, 68, 67, 66, 65, 64]",63,arithmetic
"[7, 6, 4, 11, 17, 21]",32,generate_sequence
"[74, 65, 56, 47, 38, 29]",20,arithmetic
"[4, 16, 1, 5, 21, 22]",27,generate_sequence
"[4, 27, 50, 81, 158, 289]",528,tribonacci
"[19, 1, 17, 20, 18, 37]",38,padovan
"[17, 18, 11, 35, 29, 46]",64,padovan
"[5, 44, 93, 230, 553, 1336]",3225,pell
"[8, 10, 15, 18, 25, 33]",43,padovan
"[53, 51, 49, 47, 45, 43]",41,arithmetic
"[6, 11, 11, 17, 22, 28]",39,padovan
"[19, 28, 112, 121, 484, 493]",1972,alternating_sequence
"[36, 29, 33, 98, 160, 291]",549,tribonacci
"[6, 10, 2, 16, 12, 18]",28,padovan
"[47, 20, 34, 101, 155, 290]",546,tribonacci
"[47, 62, 124, 139, 278, 293]",586,alternating_sequence
"[93, 132, 171, 210, 249, 288]",327,arithmetic
"[15, 16, 17, 18, 19, 20]",21,arithmetic
"[6, 20, 20, 26, 46, 66]",92,generate_sequence
"[23, 19, 28, 24, 33, 29]",38,alternating_add_subtract
"[35, 46, 4, 85, 135, 224]",444,tribonacci
"[19, 3, 1, 20, 23, 24]",44,generate_sequence
"[38, 36, 74, 110, 184, 294]",478,fibonacci
"[25, 24, 73, 170, 413, 996]",2405,pell
"[19, 18, 9, 37, 27, 46]",64,padovan
"[35, 31, 37, 103, 171, 311]",585,tribonacci
"[3, 2, 18, 5, 20, 23]",25,padovan
"[27, 28, 32, 87, 147, 266]",500,tribonacci
"[98, 60, 22, -16, -54, -92]",-130,arithmetic
"[14, 7, 3, 21, 10, 24]",31,padovan
"[58, 55, 58, 55, 58, 55]",58,alternating_add_subtract
"[13, 19, 19, 51, 89, 159]",299,tribonacci
"[58, 57, 66, 65, 74, 73]",82,alternating_add_subtract
"[9, 33, 28, 70, 131, 229]",430,tribonacci
"[27, 9, 7, 43, 59, 109]",211,tribonacci
"[50, 25, 0, -25, -50, -75]",-100,arithmetic
"[34, 54, 216, 236, 944, 964]",3856,alternating_sequence
"[36, 110, 332, 998, 2996, 8990]",26972,linear_recursive
"[26, 46, 184, 204, 816, 836]",3344,alternating_sequence
"[29, 7, 36, 43, 79, 122]",201,fibonacci
"[28, 32, 36, 40, 44, 48]",52,arithmetic
"[33, 47, 37, 117, 201, 355]",673,tribonacci
"[18, 9, 2, 27, 11, 29]",38,padovan
"[4, 18, 32, 46, 60, 74]",88,arithmetic
"[23, 122, 617, 3092, 15467, 77342]",386717,linear_recursive
"[9, 15, 12, 24, 27, 36]",51,padovan
"[25, 16, 41, 57, 98, 155]",253,fibonacci
"[30, 11, 44, 85, 140, 269]",494,tribonacci
"[30, 161, 816, 4091, 20466, 102341]",511716,linear_recursive
"[8, 54, 284, 1434, 7184, 35934]",179684,linear_recursive
"[7, 9, 20, 27, 36, 56]",83,generate_sequence
"[39, 168, 684, 2748, 11004, 44028]",176124,linear_recursive
"[19, 19, 19, 38, 38, 57]",76,padovan
"[5, 19, 13, 18, 37, 50]",68,generate_sequence
"[41, 210, 1055, 5280, 26405, 132030]",660155,linear_recursive
"[49, 114, 244, 504, 1024, 2064]",4144,linear_recursive
"[7, 37, 81, 199, 479, 1157]",2793,pell
"[8, 16, 15, 23, 39, 54]",77,generate_sequence
"[31, 23, 41, 95, 159, 295]",549,tribonacci
"[72, 105, 138, 171, 204, 237]",270,arithmetic
"[24, 77, 236, 713, 2144, 6437]",19316,linear_recursive
"[78, 65, 52, 39, 26, 13]",0,arithmetic
"[3, 8, 31, 42, 81, 154]",277,tribonacci
"[23, 1, 24, 25, 49, 74]",123,fibonacci
"[76, 70, 74, 68, 72, 66]",70,alternating_add_subtract
"[82, 77, 86, 81, 90, 85]",94,alternating_add_subtract
"[3, 13, 3, 16, 16, 19]",32,padovan
"[59, 57, 64, 62, 69, 67]",74,alternating_add_subtract
"[11, 15, 19, 23, 27, 31]",35,arithmetic
"[95, 89, 95, 89, 95, 89]",95,alternating_add_subtract
"[48, 4, 23, 75, 102, 200]",377,tribonacci
"[35, 43, 215, 223, 1115, 1123]",5615,alternating_sequence
"[10, 15, 12, 25, 27, 37]",52,padovan
"[5, 8, 5, 13, 13, 18]",26,padovan
"[37, 3, 40, 80, 123, 243]",446,tribonacci
"[9, 17, 18, 26, 35, 44]",61,padovan
"[95, 112, 129, 146, 163, 180]",197,arithmetic
"[22, 26, 23, 71, 120, 214]",405,tribonacci
"[99, 90, 93, 84, 87, 78]",81,alternating_add_subtract
"[1, -2, 4, 1, 7, 4]",10,alternating_add_subtract
"[41, 130, 397, 1198, 3601, 10810]",32437,linear_recursive
"[9, 5, 6, 14, 11, 20]",25,padovan
"[50, 42, 46, 38, 42, 34]",38,alternating_add_subtract
"[14, 16, 8, 22, 38, 46]",68,generate_sequence
"[0, 37, 74, 111, 148, 185]",222,arithmetic
"[10, 2, 10, 10, 18, 26]",42,fib_minus_const
"[83, 73, 77, 67, 71, 61]",65,alternating_add_subtract
"[40, 35, 36, 31, 32, 27]",28,alternating_add_subtract
"[3, 0, -3, -6, -9, -12]",-15,arithmetic
"[18, 9, 4, 27, 13, 31]",40,padovan
"[31, 25, 17, 73, 115, 205]",393,tribonacci
"[4, 32, 68, 168, 404, 976]",2356,pell
"[42, 16, -10, -36, -62, -88]",-114,arithmetic
"[76, 120, 164, 208, 252, 296]",340,arithmetic
"[45, 20, -5, -30, -55, -80]",-105,arithmetic
"[6, 31, 56, 81, 106, 131]",156,arithmetic
"[38, 34, 45, 117, 196, 358]",671,tribonacci
"[85, 80, 82, 77, 79, 74]",76,alternating_add_subtract
"[8, 16, 18, 26, 42, 60]",86,generate_sequence
"[17, 75, 307, 1235, 4947, 19795]",79187,linear_recursive
"[47, 144, 435, 1308, 3927, 11784]",35355,linear_recursive
"[24, 71, 118, 165, 212, 259]",306,arithmetic
"[5, -4, -13, -22, -31, -40]",-49,arithmetic
"[10, 16, 7, 26, 23, 33]",49,padovan
"[6, 5, 6, 11, 11, 17]",22,padovan
"[62, 43, 24, 5, -14, -33]",-52,arithmetic
"[15, 5, 10, 20, 15, 30]",35,padovan
"[92, 87, 91, 86, 90, 85]",89,alternating_add_subtract
"[50, 46, 43, 139, 228, 410]",777,tribonacci
"[49, 8, 9, 66, 83, 158]",307,tribonacci
"[14, -18, -50, -82, -114, -146]",-178,arithmetic
"[49, 76, 103, 130, 157, 184]",211,arithmetic
"[6, 50, 9, 65, 124, 198]",387,tribonacci
"[25, 33, 165, 173, 865, 873]",4365,alternating_sequence
"[31, 66, 136, 276, 556, 1116]",2236,linear_recursive
"[90, 85, 93, 88, 96, 91]",99,alternating_add_subtract
"[34, 11, 46, 91, 148, 285]",524,tribonacci
"[5, 11, 5, 10, 21, 26]",36,generate_sequence
"[3, 4, 13, 7, 17, 20]",24,padovan
"[23, 16, 18, 11, 13, 6]",8,alternating_add_subtract
"[18, 9, 13, 31, 40, 53]",84,generate_sequence
"[15, 7, 13, 22, 20, 35]",42,padovan
"[6, 8, 19, 14, 27, 33]",41,padovan
"[98, 90, 92, 84, 86, 78]",80,alternating_add_subtract
"[15, -29, -73, -117, -161, -205]",-249,arithmetic
"[12, 42, 48, 102, 192, 342]",636,tribonacci
"[44, 52, 104, 112, 224, 232]",464,alternating_sequence
"[3, 2, 3, 3, 4, 5]",7,fib_minus_const
"[4, 6, 13, 17, 23, 36]",53,generate_sequence
"[14, 8, 2, 22, 10, 24]",32,padovan
"[71, 69, 70, 68, 69, 67]",68,alternating_add_subtract
"[11, -5, -21, -37, -53, -69]",-85,arithmetic
"[35, 20, 25, 80, 125, 230]",435,tribonacci
"[1, 14, 79, 404, 2029, 10154]",50779,linear_recursive
"[36, 56, 224, 244, 976, 996]",3984,alternating_sequence
"[32, 8, 26, 66, 100, 192]",358,tribonacci
"[32, 1, 7, 40, 48, 95]",183,tribonacci
"[19, 2, 5, 21, 7, 26]",28,padovan
"[43, 91, 139, 187, 235, 283]",331,arithmetic
"[9, 14, 16, 39, 69, 124]",232,tribonacci
"[1, 7, 1, 2, 9, 10]",12,generate_sequence
"[39, 31, 24, 94, 149, 267]",510,tribonacci
"[8, 4, 8, 4, 8, 4]",8,alternating_add_subtract
"[16, 15, 12, 28, 43, 55]",83,generate_sequence
"[48, 62, 310, 324, 1620, 1634]",8170,alternating_sequence
"[34, -15, -64, -113, -162, -211]",-260,arithmetic
"[17, 6, 19, 23, 25, 42]",48,padovan
"[32, 30, 36, 34, 40, 38]",44,alternating_add_subtract
"[32, 67, 102, 137, 172, 207]",242,arithmetic
"[33, 35, 37, 39, 41, 43]",45,arithmetic
"[18, 15, 1, 19, 34, 35]",54,generate_sequence
"[61, 60, 70, 69, 79, 78]",88,alternating_add_subtract
"[36, -6, -48, -90, -132, -174]",-216,arithmetic
"[4, 6, 1, 5, 11, 12]",17,generate_sequence
"[4, 3, 12, 11, 20, 19]",28,alternating_add_subtract
"[7, 18, 20, 25, 38, 45]",63,padovan
"[15, 64, 260, 1044, 4180, 16724]",66900,linear_recursive
"[7, 2, 34, 43, 79, 156]",278,tribonacci
"[28, 43, 172, 187, 748, 763]",3052,alternating_sequence
"[1, 17, 9, 10, 27, 36]",46,generate_sequence
"[67, 64, 61, 58, 55, 52]",49,arithmetic
"[41, 16, 49, 106, 171, 326]",603,tribonacci
"[96, 78, 60, 42, 24, 6]",-12,arithmetic
"[53, 32, 11, -10, -31, -52]",-73,arithmetic
"[5, 2, 4, 1, 3, 0]",2,alternating_add_subtract
"[8, 6, 17, 25, 31, 48]",73,generate_sequence
"[12, 9, 11, 8, 10, 7]",9,alternating_add_subtract
"[7, 2, 4, 9, 6, 13]",15,padovan
"[11, 18, 9, 20, 38, 47]",67,generate_sequence
"[3, 14, 31, 76, 183, 442]",1067,pell
"[43, 55, 110, 122, 244, 256]",512,alternating_sequence
"[34, 12, -10, -32, -54, -76]",-98,arithmetic
"[26, 14, 21, 61, 96, 178]",335,tribonacci
"[85, 82, 85, 82, 85, 82]",85,alternating_add_subtract
"[15, 41, 15, 71, 127, 213]",411,tribonacci
"[4, 8, 18, 22, 30, 48]",70,generate_sequence
"[12, 2, 8, 14, 10, 22]",24,padovan
"[44, 40, 26, 110, 176, 312]",598,tribonacci
"[8, 24, 11, 43, 78, 132]",253,tribonacci
"[8, 23, 31, 54, 85, 139]",224,fibonacci
"[85, 43, 1, -41, -83, -125]",-167,arithmetic
"[10, 5, 3, 15, 8, 18]",23,padovan
"[13, 4, 9, 17, 13, 26]",30,padovan
"[18, 17, 10, 28, 45, 55]",83,generate_sequence
"[6, 10, 3, 9, 19, 22]",31,generate_sequence
"[21, 38, 27, 86, 151, 264]",501,tribonacci
"[42, 42, 126, 294, 714, 1722]",4158,pell
"[7, 4, 5, 12, 16, 21]",33,generate_sequence
"[19, 9, 17, 28, 26, 45]",54,padovan
"[27, 44, 88, 105, 210, 227]",454,alternating_sequence
"[5, 41, 48, 94, 183, 325]",602,tribonacci
"[17, 16, 22, 55, 93, 170]",318,tribonacci
"[18, 6, 10, 24, 16, 34]",40,padovan
"[8, 25, 33, 58, 91, 149]",240,fibonacci
"[17, 26, 33, 76, 135, 244]",455,tribonacci
"[18, 33, 47, 98, 178, 323]",599,tribonacci
"[1, 42, 83, 124, 165, 206]",247,arithmetic
"[17, 11, 35, 63, 109, 207]",379,tribonacci
"[36, 47, 141, 152, 456, 467]",1401,alternating_sequence
"[8, 6, 8, 6, 8, 6]",8,alternating_add_subtract
"[17, 15, 7, 32, 22, 39]",54,padovan
"[10, 41, 10, 61, 112, 183]",356,tribonacci
"[36, 32, 68, 100, 168, 268]",436,fibonacci
"[24, 22, 68, 158, 384, 926]",2236,pell
"[42, -2, -46, -90, -134, -178]",-222,arithmetic
"[43, 23, 35, 101, 159, 295]",555,tribonacci
"[12, 39, 8, 59, 106, 173]",338,tribonacci
"[97, 141, 185, 229, 273, 317]",361,arithmetic
"[26, 23, 20, 17, 14, 11]",8,arithmetic
"[11, 18, 17, 28, 46, 63]",91,generate_sequence
"[36, 68, 100, 132, 164, 196]",228,arithmetic
"[13, 10, 28, 51, 89, 168]",308,tribonacci
"[6, 40, 31, 77, 148, 256]",481,tribonacci
"[5, 7, 5, 12, 12, 17]",24,padovan
"[11, 37, 17, 65, 119, 201]",385,tribonacci
"[4, 22, 8, 34, 64, 106]",204,tribonacci
