sequence,target,function,tier
"[25, 22, 69, 160, 389, 938]",2265,pell,2
"[36, 44, 41, 121, 206, 368]",695,tribonacci,2
"[41, 17, -7, -31, -55, -79]",-103,arithmetic,3
"[27, 24, 75, 174, 423, 1020]",2463,pell,2
"[92, 65, 38, 11, -16, -43]",-70,arithmetic,3
"[35, 49, 43, 127, 219, 389]",735,tribonacci,2
"[91, 81, 86, 76, 81, 71]",76,alternating_add_subtract,2
"[50, 29, 43, 122, 194, 359]",675,tribonacci,2
"[20, 19, 20, 40, 59, 79]",119,generate_sequence,2
"[5, 45, 85, 125, 165, 205]",245,arithmetic,3
"[37, 29, 15, 81, 125, 221]",427,tribonacci,2
"[29, 46, 138, 155, 465, 482]",1446,alternating_sequence,2
"[20, 17, 18, 15, 16, 13]",14,alternating_add_subtract,2
"[56, 66, 76, 86, 96, 106]",116,arithmetic,3
"[8, 15, 11, 34, 60, 105]",199,tribonacci,2
"[5, 6, 30, 31, 155, 156]",780,alternating_sequence,2
"[16, -31, -78, -125, -172, -219]",-266,arithmetic,3
"[16, 35, 38, 89, 162, 289]",540,tribonacci,2
"[53, 37, 21, 5, -11, -27]",-43,arithmetic,3
"[2, 12, 38, 52, 102, 192]",346,tribonacci,2
"[16, 3, 7, 19, 10, 26]",29,padovan,3
"[49, 21, 34, 104, 159, 297]",560,tribonacci,2
"[2, 1, 34, 37, 72, 143]",252,tribonacci,2
"[8, 37, 153, 617, 2473, 9897]",39593,linear_recursive,2
"[44, 41, 45, 42, 46, 43]",47,alternating_add_subtract,2
"[28, 71, 157, 329, 673, 1361]",2737,linear_recursive,2
"[66, 64, 67, 65, 68, 66]",69,alternating_add_subtract,2
"[3, 23, 43, 63, 83, 103]",123,arithmetic,3
"[22, 97, 397, 1597, 6397, 25597]",102397,linear_recursive,2
"[39, -10, -59, -108, -157, -206]",-255,arithmetic,3
"[56, 46, 52, 42, 48, 38]",44,alternating_add_subtract,2
"[5, 38, 170, 698, 2810, 11258]",45050,linear_recursive,2
"[13, 3, 10, 16, 13, 26]",29,padovan,3
"[26, 23, 33, 30, 40, 37]",47,alternating_add_subtract,2
"[11, 15, 45, 71, 131, 247]",449,tribonacci,2
"[12, 13, 26, 27, 54, 55]",110,alternating_sequence,2
"[33, 32, 41, 40, 49, 48]",57,alternating_add_subtract,2
"[3, 9, 15, 21, 27, 33]",39,arithmetic,3
"[62, 25, -12, -49, -86, -123]",-160,arithmetic,3
"[19, 18, 28, 27, 37, 36]",46,alternating_add_subtract,2
"[19, 9, 14, 4, 9, -1]",4,alternating_add_subtract,2
"[43, 26, 9, -8, -25, -42]",-59,arithmetic,3
"[15, 4, 1, 16, 20, 21]",37,generate_sequence,2
"[53, 46, 49, 42, 45, 38]",41,alternating_add_subtract,2
"[5, 20, 11, 16, 36, 47]",63,generate_sequence,2
"[9, 39, 45, 93, 177, 315]",585,tribonacci,2
"[66, 67, 68, 69, 70, 71]",72,arithmetic,3
"[99, 118, 137, 156, 175, 194]",213,arithmetic,3
"[13, 15, 16, 29, 44, 60]",89,generate_sequence,2
"[51, 45, 55, 49, 59, 53]",63,alternating_add_subtract,2
"[1, 12, 9, 10, 22, 31]",41,generate_sequence,2
"[20, 10, 18, 8, 16, 6]",14,alternating_add_subtract,2
"[26, 41, 9, 76, 126, 211]",413,tribonacci,2
"[39, 31, 41, 33, 43, 35]",45,alternating_add_subtract,2
"[3, 41, 85, 211, 507, 1225]",2957,pell,2
"[15, 6, 18, 21, 24, 39]",45,padovan,3
"[11, 69, 359, 1809, 9059, 45309]",226559,linear_recursive,2
"[2, 2, 1, 4, 3, 5]",7,padovan,3
"[45, 25, 5, -15, -35, -55]",-75,arithmetic,3
"[19, 17, 15, 34, 51, 66]",100,generate_sequence,2
"[15, 3, 36, 54, 93, 183]",330,tribonacci,2
"[13, 48, 109, 266, 641, 1548]",3737,pell,2
"[65, 49, 33, 17, 1, -15]",-31,arithmetic,3
"[2, 25, 140, 715, 3590, 17965]",89840,linear_recursive,2
"[16, 13, 1, 17, 30, 31]",48,generate_sequence,2
"[14, 48, 17, 79, 144, 240]",463,tribonacci,2
"[47, 7, 61, 129, 319, 767]",1853,pell,2
"[2, -24, -50, -76, -102, -128]",-154,arithmetic,3
"[5, 26, 68, 152, 320, 656]",1328,linear_recursive,2
"[50, 62, 310, 322, 1610, 1622]",8110,alternating_sequence,2
"[50, 2, -46, -94, -142, -190]",-238,arithmetic,3
"[62, 56, 60, 54, 58, 52]",56,alternating_add_subtract,2
"[42, 90, 138, 186, 234, 282]",330,arithmetic,3
"[32, 27, 33, 28, 34, 29]",35,alternating_add_subtract,2
"[79, 69, 73, 63, 67, 57]",61,alternating_add_subtract,2
"[32, 28, 31, 27, 30, 26]",29,alternating_add_subtract,2
"[40, 3, -34, -71, -108, -145]",-182,arithmetic,3
"[12, 13, 2, 25, 15, 27]",40,padovan,3
"[27, 40, 120, 133, 399, 412]",1236,alternating_sequence,2
"[97, 121, 145, 169, 193, 217]",241,arithmetic,3
"[10, 10, 30, 70, 170, 410]",990,pell,2
"[70, 66, 73, 69, 76, 72]",79,alternating_add_subtract,2
"[9, 19, 15, 24, 43, 58]",82,generate_sequence,2
"[6, -4, 0, -10, -6, -16]",-12,alternating_add_subtract,2
"[19, 36, 55, 91, 146, 237]",383,fibonacci,2
"[12, 20, 15, 27, 47, 62]",89,generate_sequence,2
"[4, 40, 4, 48, 92, 144]",284,tribonacci,2
"[74, 93, 112, 131, 150, 169]",188,arithmetic,3
"[13, 17, 3, 16, 33, 36]",52,generate_sequence,2
"[38, 8, -22, -52, -82, -112]",-142,arithmetic,3
"[92, 63, 34, 5, -24, -53]",-82,arithmetic,3
"[88, 79, 84, 75, 80, 71]",76,alternating_add_subtract,2
"[22, 18, 27, 23, 32, 28]",37,alternating_add_subtract,2
"[37, 0, -37, -74, -111, -148]",-185,arithmetic,3
"[24, 16, 5, 45, 66, 116]",227,tribonacci,2
"[11, 24, 48, 61, 122, 135]",270,alternating_sequence,2
"[16, 13, 3, 29, 16, 32]",45,padovan,3
"[42, 173, 697, 2793, 11177, 44713]",178857,linear_recursive,2
"[88, 85, 90, 87, 92, 89]",94,alternating_add_subtract,2
"[25, 15, 25, 15, 25, 15]",25,alternating_add_subtract,2
"[45, 34, 113, 260, 633, 1526]",3685,pell,2
"[32, 45, 122, 289, 700, 1689]",4078,pell,2
"[45, 36, 44, 35, 43, 34]",42,alternating_add_subtract,2
"[34, 34, 44, 112, 190, 346]",648,tribonacci,2
"[11, 3, 1, 14, 4, 15]",18,padovan,3
"[8, 11, 14, 17, 20, 23]",26,arithmetic,3
"[7, 17, 10, 17, 34, 44]",61,generate_sequence,2
"[15, 6, 17, 21, 23, 38]",44,padovan,3
"[16, 5, 3, 21, 8, 24]",29,padovan,3
"[77, 123, 169, 215, 261, 307]",353,arithmetic,3
"[96, 95, 94, 93, 92, 91]",90,arithmetic,3
"[17, 20, 4, 37, 24, 41]",61,padovan,3
"[38, 50, 200, 212, 848, 860]",3440,alternating_sequence,2
"[74, 72, 70, 68, 66, 64]",62,arithmetic,3
"[25, 41, 107, 255, 617, 1489]",3595,pell,2
"[5, 14, 18, 19, 32, 37]",51,padovan,3
"[24, 39, 24, 87, 150, 261]",498,tribonacci,2
"[34, 43, 172, 181, 724, 733]",2932,alternating_sequence,2
"[17, 9, 3, 20, 29, 32]",52,generate_sequence,2
"[33, 50, 150, 167, 501, 518]",1554,alternating_sequence,2
"[9, -20, -49, -78, -107, -136]",-165,arithmetic,3
"[8, 21, 44, 73, 138, 255]",466,tribonacci,2
"[19, 15, 11, 7, 3, -1]",-5,arithmetic,3
"[32, 25, 31, 24, 30, 23]",29,alternating_add_subtract,2
"[10, 12, 12, 22, 24, 34]",46,padovan,3
"[8, 56, 104, 152, 200, 248]",296,arithmetic,3
"[65, 67, 69, 71, 73, 75]",77,arithmetic,3
"[34, -2, -38, -74, -110, -146]",-182,arithmetic,3
"[38, 28, 1, 67, 96, 164]",327,tribonacci,2
"[1, 15, 29, 43, 57, 71]",85,arithmetic,3
"[1, -8, 1, -8, 1, -8]",1,alternating_add_subtract,2
"[31, 24, 17, 10, 3, -4]",-11,arithmetic,3
"[26, 1, 28, 57, 142, 341]",824,pell,2
"[47, 61, 305, 319, 1595, 1609]",8045,alternating_sequence,2
"[35, 12, 16, 63, 91, 170]",324,tribonacci,2
"[18, 40, 6, 64, 110, 180]",354,tribonacci,2
"[67, 59, 64, 56, 61, 53]",58,alternating_add_subtract,2
"[70, 50, 30, 10, -10, -30]",-50,arithmetic,3
"[41, 59, 118, 136, 272, 290]",580,alternating_sequence,2
"[46, 24, 3, 73, 100, 176]",349,tribonacci,2
"[23, 20, 21, 18, 19, 16]",17,alternating_add_subtract,2
"[33, 42, 126, 135, 405, 414]",1242,alternating_sequence,2
"[12, 10, 11, 9, 10, 8]",9,alternating_add_subtract,2
"[19, 12, 4, 31, 16, 35]",47,padovan,3
"[4, 11, 9, 15, 20, 24]",35,padovan,3
"[43, 46, 184, 187, 748, 751]",3004,alternating_sequence,2
"[3, 43, 44, 90, 177, 311]",578,tribonacci,2
"[15, 19, 4, 34, 23, 38]",57,padovan,3
"[40, 45, 225, 230, 1150, 1155]",5775,alternating_sequence,2
"[11, 9, 13, 11, 15, 13]",17,alternating_add_subtract,2
"[32, 80, 128, 176, 224, 272]",320,arithmetic,3
"[11, 2, 17, 13, 19, 30]",32,padovan,3
"[37, 33, 38, 34, 39, 35]",40,alternating_add_subtract,2
"[15, 4, 16, 19, 20, 35]",39,padovan,3
"[63, 49, 35, 21, 7, -7]",-21,arithmetic,3
"[7, 8, 5, 15, 13, 20]",28,padovan,3
"[8, -2, 2, -8, -4, -14]",-10,alternating_add_subtract,2
"[10, 18, 3, 13, 31, 34]",47,generate_sequence,2
"[43, 58, 73, 88, 103, 118]",133,arithmetic,3
"[8, 3, 11, 6, 14, 9]",17,alternating_add_subtract,2
"[49, 246, 1231, 6156, 30781, 153906]",769531,linear_recursive,2
"[8, 36, 15, 59, 110, 184]",353,tribonacci,2
"[99, 89, 96, 86, 93, 83]",90,alternating_add_subtract,2
"[6, 7, 19, 25, 32, 51]",76,generate_sequence,2
"[75, 70, 73, 68, 71, 66]",69,alternating_add_subtract,2
"[4, 32, 68, 168, 404, 976]",2356,pell,2
"[33, 26, 35, 28, 37, 30]",39,alternating_add_subtract,2
"[15, 7, 6, 22, 13, 28]",35,padovan,3
"[20, 79, 256, 787, 2380, 7159]",21496,linear_recursive,2
"[37, 20, 77, 174, 425, 1024]",2473,pell,2
"[20, 16, 17, 37, 53, 70]",107,generate_sequence,2
"[3, 7, 15, 31, 63, 127]",255,linear_recursive,2
"[93, 111, 129, 147, 165, 183]",201,arithmetic,3
"[20, 38, 40, 98, 176, 314]",588,tribonacci,2
"[15, 12, 18, 15, 21, 18]",24,alternating_add_subtract,2
"[84, 81, 82, 79, 80, 77]",78,alternating_add_subtract,2
"[2, 13, 17, 15, 30, 32]",45,padovan,3
"[8, 16, 17, 41, 74, 132]",247,tribonacci,2
"[19, 12, 15, 34, 46, 61]",95,generate_sequence,2
"[17, 3, 15, 32, 35, 50]",82,generate_sequence,2
"[42, 39, 47, 44, 52, 49]",57,alternating_add_subtract,2
"[25, 35, 45, 55, 65, 75]",85,arithmetic,3
"[1, 12, 19, 20, 32, 51]",71,generate_sequence,2
"[91, 90, 94, 93, 97, 96]",100,alternating_add_subtract,2
"[40, 66, 92, 118, 144, 170]",196,arithmetic,3
"[95, 93, 95, 93, 95, 93]",95,alternating_add_subtract,2
"[37, 53, 106, 122, 244, 260]",520,alternating_sequence,2
"[46, 90, 134, 178, 222, 266]",310,arithmetic,3
"[15, 3, 8, 23, 26, 34]",57,generate_sequence,2
"[68, 23, -22, -67, -112, -157]",-202,arithmetic,3
"[91, 87, 94, 90, 97, 93]",100,alternating_add_subtract,2
"[29, 67, 143, 295, 599, 1207]",2423,linear_recursive,2
"[43, 41, 42, 126, 209, 377]",712,tribonacci,2
"[27, 50, 40, 117, 207, 364]",688,tribonacci,2
"[18, 55, 166, 499, 1498, 4495]",13486,linear_recursive,2
"[71, 61, 69, 59, 67, 57]",65,alternating_add_subtract,2
"[48, 47, 142, 331, 804, 1939]",4682,pell,2
"[30, 37, 7, 74, 118, 199]",391,tribonacci,2
"[81, 77, 87, 83, 93, 89]",99,alternating_add_subtract,2
"[48, 50, 100, 102, 204, 206]",412,alternating_sequence,2
"[28, 11, 39, 50, 89, 139]",228,fibonacci,2
"[14, 9, 12, 7, 10, 5]",8,alternating_add_subtract,2
"[18, 4, 11, 22, 15, 33]",37,padovan,3
"[50, 117, 251, 519, 1055, 2127]",4271,linear_recursive,2
"[78, 85, 92, 99, 106, 113]",120,arithmetic,3
"[8, -2, 3, -7, -2, -12]",-7,alternating_add_subtract,2
"[6, 26, 66, 146, 306, 626]",1266,linear_recursive,2
"[5, 23, 51, 125, 301, 727]",1755,pell,2
"[58, 50, 59, 51, 60, 52]",61,alternating_add_subtract,2
"[22, 8, 48, 78, 134, 260]",472,tribonacci,2
"[13, 20, 18, 51, 89, 158]",298,tribonacci,2
"[16, 0, -16, -32, -48, -64]",-80,arithmetic,3
"[96, 70, 44, 18, -8, -34]",-60,arithmetic,3
"[6, 2, 11, 17, 19, 30]",47,generate_sequence,2
"[37, 50, 44, 131, 225, 400]",756,tribonacci,2
"[9, 36, 17, 62, 115, 194]",371,tribonacci,2
"[15, -12, -39, -66, -93, -120]",-147,arithmetic,3
"[46, 63, 252, 269, 1076, 1093]",4372,alternating_sequence,2
"[38, 33, 23, 94, 150, 267]",511,tribonacci,2
"[13, 47, 149, 455, 1373, 4127]",12389,linear_recursive,2
"[50, 14, -22, -58, -94, -130]",-166,arithmetic,3
"[2, 20, 5, 7, 27, 32]",39,generate_sequence,2
"[7, -9, -25, -41, -57, -73]",-89,arithmetic,3
"[5, 9, 16, 21, 30, 46]",67,generate_sequence,2
"[59, 52, 59, 52, 59, 52]",59,alternating_add_subtract,2
"[11, 8, 10, 7, 9, 6]",8,alternating_add_subtract,2
"[34, 23, 4, 61, 88, 153]",302,tribonacci,2
"[3, 17, 5, 8, 25, 30]",38,generate_sequence,2
"[65, 57, 49, 41, 33, 25]",17,arithmetic,3
"[50, 66, 82, 98, 114, 130]",146,arithmetic,3
"[16, 16, 3, 35, 54, 92]",181,tribonacci,2
"[9, 18, 43, 70, 131, 244]",445,tribonacci,2
"[20, 19, 4, 24, 43, 47]",71,generate_sequence,2
"[29, 24, 8, 61, 93, 162]",316,tribonacci,2
"[54, 76, 98, 120, 142, 164]",186,arithmetic,3
"[2, 13, 37, 52, 102, 191]",345,tribonacci,2
"[47, 19, 50, 116, 185, 351]",652,tribonacci,2
"[8, 19, 13, 27, 32, 40]",59,padovan,3
"[31, 49, 34, 114, 197, 345]",656,tribonacci,2
"[42, 7, 49, 98, 154, 301]",553,tribonacci,2
"[70, 111, 152, 193, 234, 275]",316,arithmetic,3
"[71, 119, 167, 215, 263, 311]",359,arithmetic,3
"[30, 43, 215, 228, 1140, 1153]",5765,alternating_sequence,2
"[17, 2, 1, 19, 3, 20]",22,padovan,3
"[31, 174, 889, 4464, 22339, 111714]",558589,linear_recursive,2
"[6, -4, -14, -24, -34, -44]",-54,arithmetic,3
"[9, 24, 48, 63, 126, 141]",282,alternating_sequence,2
"[4, -21, -46, -71, -96, -121]",-146,arithmetic,3
"[65, 61, 63, 59, 61, 57]",59,alternating_add_subtract,2
"[20, 33, 165, 178, 890, 903]",4515,alternating_sequence,2
"[1, 3, 11, 12, 15, 26]",38,generate_sequence,2
"[3, 18, 7, 21, 25, 28]",46,padovan,3
"[78, 70, 71, 63, 64, 56]",57,alternating_add_subtract,2
"[35, 48, 36, 119, 203, 358]",680,tribonacci,2
"[83, 63, 43, 23, 3, -17]",-37,arithmetic,3
"[25, 38, 51, 64, 77, 90]",103,arithmetic,3
"[8, 20, 36, 64, 120, 220]",404,tribonacci,2
"[11, 12, 1, 12, 24, 25]",37,generate_sequence,2
"[8, 20, 8, 16, 36, 44]",60,generate_sequence,2
"[31, 43, 129, 141, 423, 435]",1305,alternating_sequence,2
"[3, 23, 46, 66, 132, 152]",304,alternating_sequence,2
"[12, 14, 4, 16, 30, 34]",50,generate_sequence,2
"[25, 20, 29, 74, 123, 226]",423,tribonacci,2
"[90, 69, 48, 27, 6, -15]",-36,arithmetic,3
"[25, 11, 31, 67, 109, 207]",383,tribonacci,2
"[49, 58, 116, 125, 250, 259]",518,alternating_sequence,2
"[91, 88, 96, 93, 101, 98]",106,alternating_add_subtract,2
"[17, 23, 69, 75, 225, 231]",693,alternating_sequence,2
"[68, 109, 150, 191, 232, 273]",314,arithmetic,3
"[5, 8, 8, 13, 21, 29]",42,generate_sequence,2
"[29, 16, 18, 63, 97, 178]",338,tribonacci,2
"[80, 78, 81, 79, 82, 80]",83,alternating_add_subtract,2
"[17, 2, 19, 36, 38, 57]",93,generate_sequence,2
"[26, 32, 96, 102, 306, 312]",936,alternating_sequence,2
"[51, 89, 127, 165, 203, 241]",279,arithmetic,3
"[41, 48, 18, 107, 173, 298]",578,tribonacci,2
"[74, 72, 81, 79, 88, 86]",95,alternating_add_subtract,2
"[17, 8, 14, 25, 22, 39]",47,padovan,3
"[83, 98, 113, 128, 143, 158]",173,arithmetic,3
"[46, 73, 100, 127, 154, 181]",208,arithmetic,3
"[8, 15, 15, 23, 38, 53]",76,generate_sequence,2
"[15, 40, 2, 57, 99, 158]",314,tribonacci,2
"[70, 92, 114, 136, 158, 180]",202,arithmetic,3
"[49, 12, 10, 71, 93, 174]",338,tribonacci,2
"[86, 78, 70, 62, 54, 46]",38,arithmetic,3
"[44, -5, -54, -103, -152, -201]",-250,arithmetic,3
"[2, 16, 10, 12, 28, 38]",50,generate_sequence,2
"[16, 3, 17, 19, 20, 36]",39,padovan,3
"[11, 33, 77, 165, 341, 693]",1397,linear_recursive,2
"[3, 16, 15, 18, 34, 49]",67,generate_sequence,2
"[89, 133, 177, 221, 265, 309]",353,arithmetic,3
"[28, 44, 60, 76, 92, 108]",124,arithmetic,3
"[38, 33, 4, 75, 112, 191]",378,tribonacci,2
"[61, 26, -9, -44, -79, -114]",-149,arithmetic,3
"[1, 10, 15, 11, 25, 26]",36,padovan,3
"[95, 83, 71, 59, 47, 35]",23,arithmetic,3
"[55, 50, 57, 52, 59, 54]",61,alternating_add_subtract,2
"[22, 37, 45, 104, 186, 335]",625,tribonacci,2
"[20, 16, 5, 36, 21, 41]",57,padovan,3
"[37, 12, 49, 61, 110, 171]",281,fibonacci,2
"[6, 11, 9, 15, 26, 35]",50,generate_sequence,2
"[50, 40, 11, 101, 152, 264]",517,tribonacci,2
"[5, 19, 12, 17, 36, 48]",65,generate_sequence,2
"[13, 2, 15, 15, 17, 30]",32,padovan,3
"[19, 20, 15, 39, 35, 54]",74,padovan,3
"[84, 112, 140, 168, 196, 224]",252,arithmetic,3
"[9, 9, 5, 14, 23, 28]",42,generate_sequence,2
"[11, 12, 7, 23, 19, 30]",42,padovan,3
"[45, 56, 280, 291, 1455, 1466]",7330,alternating_sequence,2
"[12, 12, 9, 21, 33, 42]",63,generate_sequence,2
"[14, 39, 64, 89, 114, 139]",164,arithmetic,3
"[29, 38, 152, 161, 644, 653]",2612,alternating_sequence,2
"[31, 21, 29, 81, 131, 241]",453,tribonacci,2
"[21, 34, 136, 149, 596, 609]",2436,alternating_sequence,2
"[16, 80, 336, 1360, 5456, 21840]",87376,linear_recursive,2
"[33, 37, 185, 189, 945, 949]",4745,alternating_sequence,2
"[13, 14, 6, 33, 53, 92]",178,tribonacci,2
"[8, 14, 36, 86, 208, 502]",1212,pell,2
"[26, 92, 290, 884, 2666, 8012]",24050,linear_recursive,2
"[27, 13, -1, -15, -29, -43]",-57,arithmetic,3
"[24, 42, 84, 102, 204, 222]",444,alternating_sequence,2
"[12, 11, 10, 9, 8, 7]",6,arithmetic,3
"[3, 3, 4, 6, 7, 10]",13,padovan,3
"[19, 12, 19, 31, 31, 50]",62,padovan,3
"[44, 83, 122, 161, 200, 239]",278,arithmetic,3
"[8, 14, 9, 22, 23, 31]",45,padovan,3
"[37, 114, 345, 1038, 3117, 9354]",28065,linear_recursive,2
"[7, 21, 35, 49, 63, 77]",91,arithmetic,3
"[42, 41, 47, 46, 52, 51]",57,alternating_add_subtract,2
"[73, 106, 139, 172, 205, 238]",271,arithmetic,3
"[16, 26, 68, 162, 392, 946]",2284,pell,2
"[46, 11, 43, 100, 154, 297]",551,tribonacci,2
"[7, 26, 50, 83, 159, 292]",534,tribonacci,2
"[76, 98, 120, 142, 164, 186]",208,arithmetic,3
"[36, 43, 172, 179, 716, 723]",2892,alternating_sequence,2
"[1, 15, 75, 89, 445, 459]",2295,alternating_sequence,2
"[35, 86, 188, 392, 800, 1616]",3248,linear_recursive,2
"[24, 63, 102, 141, 180, 219]",258,arithmetic,3
"[30, 3, -24, -51, -78, -105]",-132,arithmetic,3
"[19, 19, 24, 62, 105, 191]",358,tribonacci,2
"[1, 16, 76, 316, 1276, 5116]",20476,linear_recursive,2
"[7, 38, 83, 204, 491, 1186]",2863,pell,2
"[1, 10, 28, 39, 77, 144]",260,tribonacci,2
"[49, 41, 131, 303, 737, 1777]",4291,pell,2
"[80, 95, 110, 125, 140, 155]",170,arithmetic,3
"[10, 17, 18, 28, 45, 63]",91,generate_sequence,2
"[16, 8, 18, 10, 20, 12]",22,alternating_add_subtract,2
"[38, 203, 1028, 5153, 25778, 128903]",644528,linear_recursive,2
"[1, 17, 2, 18, 19, 20]",37,padovan,3
"[5, 7, 20, 12, 27, 32]",39,padovan,3
"[7, 48, 31, 86, 165, 282]",533,tribonacci,2
"[23, 15, 23, 61, 99, 183]",343,tribonacci,2
"[59, 21, -17, -55, -93, -131]",-169,arithmetic,3
"[24, 68, 112, 156, 200, 244]",288,arithmetic,3
"[15, 46, 39, 100, 185, 324]",609,tribonacci,2
"[13, 3, 25, 41, 69, 135]",245,tribonacci,2
"[80, 121, 162, 203, 244, 285]",326,arithmetic,3
"[18, 106, 546, 2746, 13746, 68746]",343746,linear_recursive,2
"[4, 20, 20, 24, 44, 64]",88,generate_sequence,2
"[30, 24, 33, 27, 36, 30]",39,alternating_add_subtract,2
"[16, 25, 66, 157, 380, 917]",2214,pell,2
"[14, 7, 15, 21, 22, 36]",43,padovan,3
"[33, 140, 568, 2280, 9128, 36520]",146088,linear_recursive,2
"[8, 34, 60, 86, 112, 138]",164,arithmetic,3
"[99, 127, 155, 183, 211, 239]",267,arithmetic,3
"[43, 38, 36, 117, 191, 344]",652,tribonacci,2
"[49, 24, 35, 108, 167, 310]",585,tribonacci,2
"[13, 29, 47, 89, 165, 301]",555,tribonacci,2
"[98, 128, 158, 188, 218, 248]",278,arithmetic,3
"[12, 37, 112, 337, 1012, 3037]",9112,linear_recursive,2
"[7, -29, -65, -101, -137, -173]",-209,arithmetic,3
"[1, 11, 18, 12, 29, 30]",41,padovan,3
"[14, 1, 2, 16, 17, 19]",35,generate_sequence,2
"[2, 10, 20, 28, 56, 64]",128,alternating_sequence,2
"[90, 85, 91, 86, 92, 87]",93,alternating_add_subtract,2
"[41, 7, 55, 117, 289, 695]",1679,pell,2
"[17, 10, 20, 13, 23, 16]",26,alternating_add_subtract,2
"[8, 39, 15, 62, 116, 193]",371,tribonacci,2
"[13, 27, 135, 149, 745, 759]",3795,alternating_sequence,2
"[8, 6, 7, 15, 21, 28]",43,generate_sequence,2
"[90, 85, 88, 83, 86, 81]",84,alternating_add_subtract,2
"[23, 31, 39, 47, 55, 63]",71,arithmetic,3
"[36, 27, 31, 22, 26, 17]",21,alternating_add_subtract,2
"[6, -4, -2, -12, -10, -20]",-18,alternating_add_subtract,2
"[5, 36, 160, 656, 2640, 10576]",42320,linear_recursive,2
"[16, 5, 8, 21, 13, 29]",34,padovan,3
"[76, 64, 52, 40, 28, 16]",4,arithmetic,3
"[37, 35, 45, 43, 53, 51]",61,alternating_add_subtract,2
"[92, 134, 176, 218, 260, 302]",344,arithmetic,3
"[83, 79, 85, 81, 87, 83]",89,alternating_add_subtract,2
"[42, 40, 42, 124, 206, 372]",702,tribonacci,2
"[11, 47, 39, 97, 183, 319]",599,tribonacci,2
"[8, 4, 13, 9, 18, 14]",23,alternating_add_subtract,2
"[1, 41, 28, 70, 139, 237]",446,tribonacci,2
"[15, 4, 5, 19, 9, 24]",28,padovan,3
"[9, 6, 9, 6, 9, 6]",9,alternating_add_subtract,2
"[44, 41, 50, 47, 56, 53]",62,alternating_add_subtract,2
"[20, 34, 68, 82, 164, 178]",356,alternating_sequence,2
"[7, 9, 18, 20, 40, 42]",84,alternating_sequence,2
"[9, 12, 2, 21, 14, 23]",35,padovan,3
"[4, 22, 44, 62, 124, 142]",284,alternating_sequence,2
"[20, 49, 15, 84, 148, 247]",479,tribonacci,2
"[41, 86, 176, 356, 716, 1436]",2876,linear_recursive,2
"[9, -21, -51, -81, -111, -141]",-171,arithmetic,3
"[15, 3, 1, 18, 4, 19]",22,padovan,3
"[84, 128, 172, 216, 260, 304]",348,arithmetic,3
"[38, 43, 32, 113, 188, 333]",634,tribonacci,2
"[28, 16, 18, 62, 96, 176]",334,tribonacci,2
"[42, 14, -14, -42, -70, -98]",-126,arithmetic,3
"[42, 94, 198, 406, 822, 1654]",3318,linear_recursive,2
"[46, 237, 1192, 5967, 29842, 149217]",746092,linear_recursive,2
"[16, 3, 6, 22, 25, 31]",53,generate_sequence,2
"[21, 34, 19, 74, 127, 220]",421,tribonacci,2
"[78, 76, 84, 82, 90, 88]",96,alternating_add_subtract,2
"[14, 20, 6, 34, 26, 40]",60,padovan,3
"[20, 10, 3, 30, 13, 33]",43,padovan,3
"[46, 77, 108, 139, 170, 201]",232,arithmetic,3
"[8, 47, 86, 125, 164, 203]",242,arithmetic,3
"[3, 14, 4, 7, 21, 25]",32,generate_sequence,2
"[17, 16, 13, 33, 29, 46]",62,padovan,3
"[13, 18, 1, 14, 32, 33]",47,generate_sequence,2
"[2, 2, 6, 8, 10, 16]",24,generate_sequence,2
"[51, 43, 49, 41, 47, 39]",45,alternating_add_subtract,2
"[16, 8, 11, 27, 35, 46]",73,generate_sequence,2
"[32, 48, 96, 112, 224, 240]",480,alternating_sequence,2
"[11, 34, 80, 172, 356, 724]",1460,linear_recursive,2
"[12, 15, 18, 30, 45, 63]",93,generate_sequence,2
"[9, 13, 39, 43, 129, 133]",399,alternating_sequence,2
"[14, 19, 3, 33, 22, 36]",55,padovan,3
"[18, 11, 7, 29, 18, 36]",47,padovan,3
"[90, 88, 95, 93, 100, 98]",105,alternating_add_subtract,2
"[84, 76, 79, 71, 74, 66]",69,alternating_add_subtract,2
"[70, 63, 72, 65, 74, 67]",76,alternating_add_subtract,2
"[13, 27, 49, 89, 165, 303]",557,tribonacci,2
"[2, 10, 14, 16, 26, 40]",56,generate_sequence,2
"[17, 65, 113, 161, 209, 257]",305,arithmetic,3
"[44, 60, 240, 256, 1024, 1040]",4160,alternating_sequence,2
"[15, 16, 20, 31, 36, 51]",67,padovan,3
"[4, 19, 12, 23, 31, 35]",54,padovan,3
"[47, 1, 24, 72, 97, 193]",362,tribonacci,2
"[33, 14, 44, 91, 149, 284]",524,tribonacci,2
"[15, 5, 5, 20, 10, 25]",30,padovan,3
"[66, 42, 18, -6, -30, -54]",-78,arithmetic,3
"[56, 52, 58, 54, 60, 56]",62,alternating_add_subtract,2
"[9, 9, 14, 23, 32, 46]",69,generate_sequence,2
"[16, 5, 13, 21, 18, 34]",39,padovan,3
"[24, 33, 132, 141, 564, 573]",2292,alternating_sequence,2
"[8, 41, 74, 107, 140, 173]",206,arithmetic,3
"[36, 47, 141, 152, 456, 467]",1401,alternating_sequence,2
